"App","Category","Rating","Reviews","Size","Installs","Type","Price","Content.Rating","Last Updated","Current Ver","Android Ver","Avg_Sentiment","Review_Count","Success","log_installs","log_reviews","is_free","high_success","Last_Updated","days_since_update"
"CityMaps2Go Plan Trips Travel Guide Offline Maps","TRAVEL_AND_LOCAL",4.3,64713,58,1e+06,"Free",0,"Everyone","June 9, 2018","10.9.8 (Play)","5.0 and up",0.317095779220779,40,"1",13.8155115579638,11.0777328403891,1,1,2018-06-09,2862
"KAYAK Flights, Hotels & Cars","TRAVEL_AND_LOCAL",4.5,216388,19,1e+07,"Free",0,"Everyone","July 31, 2018","Varies with device","Varies with device",0,0,"1",16.1180957509583,12.2848329928695,1,1,2018-07-31,2810
"Skyscanner","TRAVEL_AND_LOCAL",4.5,481545,29,1e+07,"Free",0,"Everyone","August 6, 2018","5.48","4.4 and up",0,0,"1",16.1180957509583,13.0847570404443,1,1,2018-08-06,2804
"World Travel Guide by Triposo","TRAVEL_AND_LOCAL",4.4,6012,81,5e+05,"Free",0,"Everyone","March 5, 2018","4.6.0","4.0.3 and up",0,0,"0",13.1223653774023,8.70167907103957,1,0,2018-03-05,2958
"Hostelworld: Hostels & Cheap Hotels Travel App","TRAVEL_AND_LOCAL",4.4,17878,28,1e+06,"Free",0,"Everyone","July 16, 2018","6.7.1","4.1 and up",0.205902513656978,80,"1",13.8155115579638,9.79138211875182,1,1,2018-07-16,2825
"GPS Map Free","TRAVEL_AND_LOCAL",4,33782,7.6,5e+06,"Free",0,"Everyone","July 11, 2018","4.6","4.0 and up",0.0175,40,"1",15.4249486703984,10.4277129963651,1,1,2018-07-11,2830
"Offline Maps & Navigation","TRAVEL_AND_LOCAL",4.7,192641,33,5e+06,"Free",0,"Everyone","June 7, 2018","17.4.1","4.0.3 and up",0,0,"1",15.4249486703984,12.1685888231085,1,1,2018-06-07,2864
"GasBuddy: Find Cheap Gas","TRAVEL_AND_LOCAL",4.6,751551,42,1e+07,"Free",0,"Mature 17+","August 2, 2018","5.2.0 21127","4.4 and up",0.272674287518038,40,"1",16.1180957509583,13.5298956807248,1,1,2018-08-02,2808
"Southwest Airlines","TRAVEL_AND_LOCAL",3.9,24781,8.3,5e+06,"Free",0,"Everyone","July 11, 2018","5.6.1","6.0 and up",0,0,"1",15.4249486703984,10.1178728621764,1,1,2018-07-11,2830
"AT&T Navigator: Maps, Traffic","TRAVEL_AND_LOCAL",3.6,32862,14,1e+07,"Free",0,"Everyone","December 6, 2016","5.10.6.2.8466393","4.1 and up",0.0516931999362245,40,"1",16.1180957509583,10.400102683833,1,1,2016-12-06,3412
"AirAsia","TRAVEL_AND_LOCAL",3.9,98585,37,1e+07,"Free",0,"Everyone","July 16, 2018","5.0.4","4.4 and up",-0.0543933080808081,40,"1",16.1180957509583,11.4986845426799,1,1,2018-07-16,2825
"Allegiant","TRAVEL_AND_LOCAL",3.1,5572,21,1e+06,"Free",0,"Everyone","July 12, 2018","5.16.1","4.4 and up",0.0175,40,"1",13.8155115579638,8.62568878756954,1,1,2018-07-12,2829
"Amtrak","TRAVEL_AND_LOCAL",3.7,16815,28,1e+06,"Free",0,"Everyone","July 15, 2018","3.1.3","5.0 and up",-0.0275771393784787,40,"1",13.8155115579638,9.73008609311673,1,1,2018-07-15,2826
"JAL (Domestic and international flights)","TRAVEL_AND_LOCAL",3.4,2277,27,1e+06,"Free",0,"Everyone","May 7, 2018","4.4.7","4.0.3 and up",0,0,"1",13.8155115579638,7.73105314400713,1,1,2018-05-07,2895
"VZ Navigator for Tablets","TRAVEL_AND_LOCAL",3.6,285,39,5e+05,"Free",0,"Everyone","January 22, 2018","10.7.8.111","4.2 and up",0,0,"0",13.1223653774023,5.65599181081985,1,0,2018-01-22,3000
"HSL - Tickets, route planner and information","TRAVEL_AND_LOCAL",3.3,256,17,1e+05,"Free",0,"Everyone","August 1, 2018","1.1.2","5.0 and up",0,40,"0",11.5129354649202,5.54907608489522,1,0,2018-08-01,2809
"VZ Navigator for Galaxy S4","TRAVEL_AND_LOCAL",3,2750,39,5e+06,"Free",0,"Everyone","January 22, 2018","10.7.8.111","4.2 and up",0,0,"1",15.4249486703984,7.91971976092457,1,1,2018-01-22,3000
"MAIN","TRAVEL_AND_LOCAL",3.6,7081,51,1e+06,"Free",0,"Everyone","August 6, 2018","4.1.21","4.4 and up",0,0,"1",13.8155115579638,8.86531163267185,1,1,2018-08-06,2804
"Yoriza Pension - travel, lodging, pension, camping, caravan, pool villas accommodation discount","TRAVEL_AND_LOCAL",4.8,17882,86,1e+06,"Free",0,"Everyone","August 3, 2018","3.4.5","5.0 and up",0,0,"1",13.8155115579638,9.79160581988804,1,1,2018-08-03,2807
"Yatra - Flights, Hotels, Bus, Trains & Cabs","TRAVEL_AND_LOCAL",4.5,251037,26,1e+07,"Free",0,"Everyone","August 5, 2018","13.0.16","4.1 and up",0,0,"1",16.1180957509583,12.4333596010773,1,1,2018-08-05,2805
"Fly Delta","TRAVEL_AND_LOCAL",3.7,27560,46,5e+06,"Free",0,"Everyone","July 31, 2018","4.13.2","5.0 and up",0.127136479591837,80,"1",15.4249486703984,10.2241570089396,1,1,2018-07-31,2810
"Despegar.com Hotels and Flights","TRAVEL_AND_LOCAL",4.4,150932,27,1e+07,"Free",0,"Everyone","July 30, 2018","9.1.0","4.1 and up",0,0,"1",16.1180957509583,11.92459130872,1,1,2018-07-30,2811
"Navigation Plus","TRAVEL_AND_LOCAL",4.1,928,14,1e+06,"Free",0,"Everyone","January 9, 2018","11.0.269 (m)","4.1 and up",0,0,"1",13.8155115579638,6.83410873881384,1,1,2018-01-09,3013
"Poynt","TRAVEL_AND_LOCAL",4,26665,10,5e+06,"Free",0,"Everyone","March 29, 2018","2.5.26","4.1 and up",0,0,"1",15.4249486703984,10.1911446246754,1,1,2018-03-29,2934
"Gaode Map","TRAVEL_AND_LOCAL",3.9,13275,71,1e+06,"Free",0,"Everyone","July 3, 2018","8.60.0.2586","4.0 and up",0,0,"1",13.8155115579638,9.49371317283986,1,1,2018-07-03,2838
"Priceline Hotel Deals, Rental Cars & Flights","TRAVEL_AND_LOCAL",4.4,48930,15,5e+06,"Free",0,"Everyone","July 26, 2018","4.38.176","4.4 and up",0,0,"1",15.4249486703984,10.7981664214338,1,1,2018-07-26,2815
"Free Radar Detector","TRAVEL_AND_LOCAL",4.3,15680,11,1e+06,"Free",0,"Everyone","July 6, 2018","6.2.3","4.1 and up",0,0,"1",13.8155115579638,9.66020506738103,1,1,2018-07-06,2835
"Where to travel - ticket. hotel. train ticket. car ticket. travel. tickets","TRAVEL_AND_LOCAL",4.2,5112,62,1e+06,"Free",0,"Everyone","July 27, 2018","8.8.2","4.4 and up",0,0,"1",13.8155115579638,8.53954159508,1,1,2018-07-27,2814
"United Airlines","TRAVEL_AND_LOCAL",3.5,30447,80,5e+06,"Free",0,"Everyone","July 20, 2018","2.1.56","5.0 and up",0,0,"1",15.4249486703984,10.3237755895359,1,1,2018-07-20,2821
"NTES","TRAVEL_AND_LOCAL",4.3,165299,5.4,1e+07,"Free",0,"Everyone","July 30, 2018","8.0","4.1 and up",0,0,"1",16.1180957509583,12.0155172838091,1,1,2018-07-30,2811
"Where is my Train : Indian Railway & PNR Status","TRAVEL_AND_LOCAL",4.7,620534,9.8,1e+07,"Free",0,"Everyone","July 30, 2018","5.7.3","4.0.3 and up",0,0,"1",16.1180957509583,13.3383372881601,1,1,2018-07-30,2811
"Gormey: Find Best Restaurants","TRAVEL_AND_LOCAL",4.3,34,7.6,1000,"Free",0,"Everyone","August 29, 2017","2.3","4.0.3 and up",0,0,"0",6.90875477931522,3.55534806148941,1,0,2017-08-29,3146
"Find Dining Restaurant Finder","TRAVEL_AND_LOCAL",4.1,427,26,1e+05,"Free",0,"Everyone","March 21, 2016","1.2.1","4.1 and up",0.059406887755102,40,"0",11.5129354649202,6.0591231955818,1,0,2016-03-21,3672
"Urbanspoon Restaurant Reviews","TRAVEL_AND_LOCAL",4.2,35560,13,5e+06,"Free",0,"Everyone","July 5, 2016","4.0.21","4.0.3 and up",0,0,"1",15.4249486703984,10.4790048107173,1,1,2016-07-05,3566
"Qatar Airways","TRAVEL_AND_LOCAL",4.3,11182,62,1e+06,"Free",0,"Everyone","July 30, 2018","11.26","4.1 and up",0,0,"1",13.8155115579638,9.32215004702819,1,1,2018-07-30,2811
"Hipmunk Hotels & Flights","TRAVEL_AND_LOCAL",4.3,16734,10,1e+06,"Free",0,"Everyone","July 31, 2018","8.8.2","5.0 and up",0.478013888888889,40,"1",13.8155115579638,9.72525761364543,1,1,2018-07-31,2810
"CWT To Go","TRAVEL_AND_LOCAL",4.4,20313,57,1e+05,"Free",0,"Everyone","August 5, 2018","17.7.8","4.4 and up",0.27241369047619,40,"0",11.5129354649202,9.91906558249945,1,0,2018-08-05,2805
"British Airways","TRAVEL_AND_LOCAL",4.2,25740,51,1e+06,"Free",0,"Everyone","July 24, 2018","4.20","4.4 and up",0.112808390022676,40,"1",13.8155115579638,10.1558403304343,1,1,2018-07-24,2817
"Cheap Flights & Hotels momondo","TRAVEL_AND_LOCAL",4.2,42546,24,5e+06,"Free",0,"Everyone","April 25, 2018","7.6.5","4.4 and up",0.179181186868687,40,"1",15.4249486703984,10.658364626228,1,1,2018-04-25,2907
"JetBlue","TRAVEL_AND_LOCAL",4.4,24281,29,1e+06,"Free",0,"Everyone","July 25, 2018","4.4.2","4.4 and up",0,0,"1",13.8155115579638,10.0974906141039,1,1,2018-07-25,2816
"Flights","TRAVEL_AND_LOCAL",4.4,18039,3.1,1e+06,"Free",0,"Everyone","July 26, 2018","3.6.6","4.1 and up",0.0913673566017316,40,"1",13.8155115579638,9.80034679361662,1,1,2018-07-26,2815
"The Emirates App","TRAVEL_AND_LOCAL",4.4,22748,55,1e+06,"Free",0,"Everyone","August 6, 2018","4.7.1","5.0 and up",0,0,"1",13.8155115579638,10.032276467369,1,1,2018-08-06,2804
"Cheapflights – Flight Search","TRAVEL_AND_LOCAL",4.4,47780,19,5e+06,"Free",0,"Everyone","July 31, 2018","Varies with device","Varies with device",0.411364583333333,40,"1",15.4249486703984,10.7743833499199,1,1,2018-07-31,2810
"KLM - Royal Dutch Airlines","TRAVEL_AND_LOCAL",3.7,7705,40,1e+06,"Free",0,"Everyone","August 6, 2018","9.7.1","4.1 and up",0,0,"1",13.8155115579638,8.9497545251861,1,1,2018-08-06,2804
"Lufthansa","TRAVEL_AND_LOCAL",3.6,14544,43,1e+06,"Free",0,"Everyone","July 27, 2018","7.2.5","4.1 and up",0,0,"1",13.8155115579638,9.5850025709293,1,1,2018-07-27,2814
"easyJet: Travel App","TRAVEL_AND_LOCAL",4.4,134895,50,1e+07,"Free",0,"Everyone","July 1, 2018","2.32.2","4.2 and up",0,0,"1",16.1180957509583,11.8122593901625,1,1,2018-07-01,2840
"LateRooms: Find Hotel Deals","TRAVEL_AND_LOCAL",4.1,2419,13,1e+06,"Free",0,"Everyone","May 29, 2018","1.24.5","4.1 and up",0,0,"1",13.8155115579638,7.79152281915073,1,1,2018-05-29,2873
"HOTEL DEALS","TRAVEL_AND_LOCAL",4.2,1609,4,1e+05,"Free",0,"Everyone","April 26, 2018","53.89.55","4.1 and up",0,40,"0",11.5129354649202,7.38398945797851,1,0,2018-04-26,2906
"IHG®: Hotel Deals & Rewards","TRAVEL_AND_LOCAL",4.3,18622,44,1e+06,"Free",0,"Everyone","August 3, 2018","4.15.1","4.4 and up",0,0,"1",13.8155115579638,9.83215265493151,1,1,2018-08-03,2807
"SPG: Starwood Hotels & Resorts","TRAVEL_AND_LOCAL",4.2,8258,22,1e+06,"Free",0,"Everyone","July 3, 2018","v5.4.3","4.4 and up",0,0,"1",13.8155115579638,9.01905879381072,1,1,2018-07-03,2838
"Hotels Combined - Cheap deals","TRAVEL_AND_LOCAL",4.1,17202,12,5e+06,"Free",0,"Everyone","November 13, 2017","4.9.2","4.1 and up",0.144706845238095,40,"1",15.4249486703984,9.75283906619704,1,1,2017-11-13,3070
"Turo - Better Than Car Rental","TRAVEL_AND_LOCAL",4.4,14114,46,1e+06,"Free",0,"Everyone","August 4, 2018","18.21.0","5.0 and up",0,0,"1",13.8155115579638,9.55499334068759,1,1,2018-08-04,2806
"Ascape VR: 360° Virtual Travel","TRAVEL_AND_LOCAL",4.1,890,7.6,1e+05,"Free",0,"Everyone","August 9, 2017","4.0.38","4.4 and up",0.0679340277777778,40,"0",11.5129354649202,6.79234442747081,1,0,2017-08-09,3166
"GPS Status & Toolbox","TRAVEL_AND_LOCAL",4.5,149723,4.1,1e+07,"Free",0,"Everyone","June 13, 2018","8.1.171","4.0 and up",0.348314484126984,40,"1",16.1180957509583,11.916548878199,1,1,2018-06-13,2858
"Airport + Flight Tracker Radar","TRAVEL_AND_LOCAL",4.2,6762,8.5,1e+06,"Free",0,"Everyone","July 14, 2015","8.0","4.0 and up",0.0491066468253968,40,"1",13.8155115579638,8.81922185757494,1,1,2015-07-14,3923
"Scout GPS Navigation & Meet Up","TRAVEL_AND_LOCAL",4.2,120373,31,5e+06,"Free",0,"Everyone","July 31, 2018","3.19.35.999","4.0.3 and up",0,0,"1",15.4249486703984,11.6983588416931,1,1,2018-07-31,2810
"Street Panorama View","TRAVEL_AND_LOCAL",4.2,40225,4.1,1e+06,"Free",0,"Everyone","July 18, 2018","4.0.3","4.1 and up",0,0,"1",13.8155115579638,10.6022688317132,1,1,2018-07-18,2823
"DreamTrips","TRAVEL_AND_LOCAL",4.7,9971,22,5e+05,"Free",0,"Teen","August 6, 2018","1.28.1","5.0 and up",0.315585261093074,40,"0",13.1223653774023,9.20753644464345,1,0,2018-08-06,2804
"Sygic Truck GPS Navigation","TRAVEL_AND_LOCAL",4.2,18294,28,1e+06,"Free",0,"Everyone","August 2, 2018","13.8.3","4.0 and up",0,0,"1",13.8155115579638,9.81438307745331,1,1,2018-08-02,2808
"Moto File Manager","TOOLS",4.1,38655,5.9,1e+07,"Free",0,"Everyone","February 1, 2018","v3.7.93","5.0 and up",0,0,"1",16.1180957509583,10.5624572812945,1,1,2018-02-01,2990
"Motorola Alert","TOOLS",4.2,24199,3.9,5e+07,"Free",0,"Everyone","November 21, 2014","1.02.53","4.4 and up",0,0,"1",17.7275335833924,10.0941079121448,1,1,2014-11-21,4158
"Cache Cleaner-DU Speed Booster (booster & cleaner)","TOOLS",4.5,12759663,15,1e+08,"Free",0,"Everyone","July 25, 2018","3.1.2","4.0 and up",0.181038713023088,40,"1",18.4206807539524,16.3617995032458,1,1,2018-07-25,2816
"Moto Suggestions ™","TOOLS",4.6,308,4.3,1e+06,"Free",0,"Everyone","June 8, 2018","0.2.32","8.0 and up",0,0,"1",13.8155115579638,5.73334127689775,1,1,2018-06-08,2863
"myMetro","TOOLS",4,26189,5.3,1e+07,"Free",0,"Everyone","June 27, 2018","MyMetro_HTML_2.0_430029","4.0 and up",0,0,"1",16.1180957509583,10.1731329375018,1,1,2018-06-27,2844
"My Telcel","TOOLS",3.1,45838,16,5e+07,"Free",0,"Everyone","July 25, 2018","7.6.1","4.1 and up",0,0,"1",17.7275335833924,10.7328905361419,1,1,2018-07-25,2816
"Calculator - free calculator, multi calculator app","TOOLS",4.6,25592,7.5,1e+07,"Free",0,"Everyone","July 31, 2018","v8.0.1.8.0629.1","4.2 and up",-0.00375,40,"1",16.1180957509583,10.1500741555768,1,1,2018-07-31,2810
"Calculator - free calculator ,multi calculator app","TOOLS",4.4,1236,5.8,1e+05,"Free",0,"Everyone","July 6, 2018","8.1.6","4.2 and up",0,38,"0",11.5129354649202,7.12044437239249,1,0,2018-07-06,2835
"SHAREit - Transfer & Share","TOOLS",4.6,7790693,17,5e+08,"Free",0,"Everyone","July 30, 2018","4.5.28_ww","4.1 and up",0,0,"1",20.0301186583865,15.8684405024539,1,1,2018-07-30,2811
"Files Go by Google: Free up space on your phone","TOOLS",4.6,315585,8.5,1e+07,"Free",0,"Everyone","July 18, 2018","1.0.204375696","5.0 and up",0.111079981361231,40,"1",16.1180957509583,12.6621865070206,1,1,2018-07-18,2823
"Nokia mobile support","TOOLS",4.4,12215,9.1,5e+06,"Free",0,"Everyone","August 1, 2018","1.7.4","7.0 and up",0,0,"1",15.4249486703984,9.41050184689847,1,1,2018-08-01,2809
"File Manager -- Take Command of Your Files Easily","TOOLS",4.2,127223,7.6,1e+07,"Free",0,"Everyone","August 3, 2018","v7.0.7.1.0625.1_06_0629","5.0 and up",0.118055555555556,40,"1",16.1180957509583,11.7537045913358,1,1,2018-08-03,2807
"Samsung Calculator","TOOLS",4.4,9602,2.5,1e+08,"Free",0,"Everyone","July 5, 2018","6.0.61.5","7.0 and up",0,0,"1",18.4206807539524,9.16983082863797,1,1,2018-07-05,2836
"Clear","TOOLS",3.1,24151,15,1e+07,"Free",0,"Everyone","August 6, 2018","11.7.0","4.1 and up",0,0,"1",16.1180957509583,10.0921224713867,1,1,2018-08-06,2804
"AT&T Smart Wi-Fi","TOOLS",3.9,18513,6.1,1e+07,"Free",0,"Everyone","April 26, 2018","3.2","4.1 and up",0.0947743506493506,40,"1",16.1180957509583,9.82628248162716,1,1,2018-04-26,2906
"Sound Recorder: Recorder & Voice Changer Free","TOOLS",3.9,14552,17,1e+07,"Free",0,"Everyone","July 31, 2018","v7.0.9.1.0526.1_06_0704","5.0 and up",0,0,"1",16.1180957509583,9.58555243691333,1,1,2018-07-31,2810
"TouchPal Keyboard for vivo","TOOLS",4.3,357,58,1e+06,"Free",0,"Everyone","May 30, 2018","6.2.6.7","4.0.3 and up",0,0,"1",13.8155115579638,5.8805329864007,1,1,2018-05-30,2872
"Google Assistant Go","TOOLS",3.7,315,4.6,5e+05,"Free",0,"Everyone","July 27, 2018","1.8.203182757.armeabi-v7a.release","8.0 and up",0,67,"0",13.1223653774023,5.75574221358691,1,0,2018-07-27,2814
"My love","TOOLS",3.5,163997,16,1e+07,"Free",0,"Everyone","August 5, 2018","5.36","4.2 and up",0,0,"1",16.1180957509583,12.00760951161,1,1,2018-08-05,2805
"DuraSpeed","TOOLS",3.8,5431,1.3,1e+07,"Free",0,"Everyone","November 13, 2017","1.5.0","6.0 and up",-0.0314907106782107,40,"1",16.1180957509583,8.60006266923853,1,1,2017-11-13,3070
"HTC Sense Input-LV","TOOLS",3.6,59,2.3,50000,"Free",0,"Everyone","April 22, 2014","9.7.753080","4.1 and up",0,0,"0",10.8197982842103,4.0943445622221,1,0,2014-04-22,4371
"HTC Sense Input-CA","TOOLS",3.1,124,1.9,1e+05,"Free",0,"Everyone","April 22, 2014","9.7.753080","4.1 and up",0,0,"0",11.5129354649202,4.8283137373023,1,0,2014-04-22,4371
"HTC Sense Input-AR","TOOLS",3.8,1420,2.7,1e+05,"Free",0,"Everyone","April 22, 2014","9.7.753080","4.1 and up",0.287596354166667,40,"0",11.5129354649202,7.2591161280971,1,0,2014-04-22,4371
"Digital Alarm Clock","TOOLS",4.2,118439,16,1e+07,"Free",0,"Everyone","June 19, 2018","10.4","4.4 and up",0.24216203656731,100,"1",16.1180957509583,11.6821617822155,1,1,2018-06-19,2852
"Alarm Clock Free","TOOLS",4,59973,11,1e+07,"Free",0,"Everyone","March 16, 2018","1.2.5","4.0 and up",0.132397508741259,40,"1",16.1180957509583,11.0016664139549,1,1,2018-03-16,2947
"Puzzle Alarm Clock ⏰","TOOLS",4.3,32111,5.3,1e+06,"Free",0,"Everyone","August 3, 2018","3.1.0.1126","4.4 and up",0,0,"1",13.8155115579638,10.3769850710361,1,1,2018-08-03,2807
"I Can't Wake Up! Alarm Clock","TOOLS",4.5,70404,4.2,1e+06,"Free",0,"Everyone","May 25, 2018","3.4.0","4.0 and up",0,0,"1",13.8155115579638,11.1620195623514,1,1,2018-05-25,2877
"Brightest Flashlight - LED Light","TOOLS",4.5,876866,9.1,5e+07,"Free",0,"Everyone","July 27, 2018","1.4.9","4.0.3 and up",0,40,"1",17.7275335833924,13.68411060649,1,1,2018-07-27,2814
"LED Flashlight","TOOLS",4.4,207706,4.3,1e+07,"Free",0,"Everyone","July 10, 2017","2.4","3.0 and up",0,0,"1",16.1180957509583,12.2438837117518,1,1,2017-07-10,3196
"CM Flashlight (Compass, SOS)","TOOLS",4.4,166367,1.8,5e+06,"Free",0,"Everyone","May 25, 2018","1.4.0","2.3 and up",0.055625,40,"1",15.4249486703984,12.0219574811834,1,1,2018-05-25,2877
"Flashlight - Torch LED Light","TOOLS",4.4,192661,8.5,1e+07,"Free",0,"Everyone","July 7, 2018","2.4.1","4.1 and up",0.303393849206349,40,"1",16.1180957509583,12.1686926372398,1,1,2018-07-07,2834
"Super Flashlight + LED","TOOLS",4.3,54207,4.4,5e+06,"Free",0,"Everyone","July 11, 2017","3.2","3.0 and up",0,0,"1",15.4249486703984,10.9005837780117,1,1,2017-07-11,3195
"Brightest Flashlight Free ®","TOOLS",4.7,1335799,3.8,5e+07,"Free",0,"Everyone","October 27, 2017","2.5.2","4.2 and up",0.0615714285714286,40,"1",17.7275335833924,14.1050409212737,1,1,2017-10-27,3087
"Fraction Calculator Plus Free","TOOLS",4.5,148506,11,5e+06,"Free",0,"Everyone","July 15, 2018","Varies with device","Varies with device",0.288796717171717,40,"1",15.4249486703984,11.9083873741611,1,1,2018-07-15,2826
"CALCU™ Stylish Calculator Free","TOOLS",4.7,152692,11,5e+06,"Free",0,"Everyone","July 7, 2018","3.5.6","4.1 and up",0.334968253968254,40,"1",15.4249486703984,11.9361846486367,1,1,2018-07-07,2834
"Calculator with Percent (Free)","TOOLS",4.8,48211,7.4,1e+06,"Free",0,"Everyone","November 18, 2017","32.1","4.1 and up",0.00159863945578231,40,"1",13.8155115579638,10.7833632317082,1,1,2017-11-18,3065
"Graphing Calculator","TOOLS",3.9,12388,5.3,1e+06,"Free",0,"Everyone","April 1, 2016","1.17","2.3 and up",0.242756944444444,80,"1",13.8155115579638,9.42456426111574,1,1,2016-04-01,3661
"Unit Converter","TOOLS",4.5,85387,5.4,1e+06,"Free",0,"Everyone","July 3, 2018","2.1.54","4.0 and up",0,0,"1",13.8155115579638,11.354960854681,1,1,2018-07-03,2838
"Calculator ++","TOOLS",4.6,33509,3.6,1e+06,"Free",0,"Everyone","May 12, 2018","2.2.7","4.4 and up",0,40,"1",13.8155115579638,10.4195991807314,1,1,2018-05-12,2890
"ConvertPad - Unit Converter","TOOLS",4.4,90831,4.3,1e+07,"Free",0,"Everyone","June 18, 2017","3.1.00","4.2 and up",0.223449729437229,40,"1",16.1180957509583,11.4167669254105,1,1,2017-06-18,3218
"Classic Calculator","TOOLS",4,85659,27,5e+06,"Free",0,"Everyone","February 25, 2018","1.51","3.0 and up",0,40,"1",15.4249486703984,11.3581412511694,1,1,2018-02-25,2966
"weight conversion calculator","TOOLS",4,807,1.8,1e+05,"Free",0,"Everyone","May 18, 2018","20180517","2.3 and up",0,0,"0",11.5129354649202,6.69456205852109,1,0,2018-05-18,2884
"Age Calculator","TOOLS",4.4,24265,3.3,1e+06,"Free",0,"Everyone","July 25, 2017","4.0.6","4.0.3 and up",0.105106421356421,40,"1",13.8155115579638,10.0968314726118,1,1,2017-07-25,3181
"EzCalculator","TOOLS",4.1,1657,2,1e+05,"Free",0,"Everyone","September 17, 2017","2.1.0","5.0 and up",0.358881470959596,40,"0",11.5129354649202,7.41336733569524,1,0,2017-09-17,3127
"SuperVPN Free VPN Client","TOOLS",4.3,576454,6.1,5e+07,"Free",0,"Everyone","February 5, 2018","2.0.9","4.0.3 and up",0,0,"1",17.7275335833924,13.2646525584026,1,1,2018-02-05,2986
"Hideman VPN","TOOLS",4.1,88675,9.6,5e+06,"Free",0,"Everyone","July 24, 2018","6.0.1","4.0 and up",0.0942763949013949,40,"1",15.4249486703984,11.3927445567138,1,1,2018-07-24,2817
"Fast Secure VPN","TOOLS",4.3,56848,9.6,1e+06,"Free",0,"Everyone","May 18, 2018","1.6.11","4.1 and up",0.158951350559163,80,"1",13.8155115579638,10.9481539088745,1,1,2018-05-18,2884
"Free & Premium VPN - FinchVPN","TOOLS",4.2,19096,10,1e+06,"Free",0,"Everyone","July 5, 2018","2.0.2","4.1 and up",0.0674773437754288,100,"1",13.8155115579638,9.85728653363541,1,1,2018-07-05,2836
"Hotspot Shield Free VPN Proxy & Wi-Fi Security","TOOLS",4.2,1116393,8.2,5e+07,"Free",0,"Everyone","August 6, 2018","6.1.0","4.1 and up",0.214,40,"1",17.7275335833924,13.9256144062121,1,1,2018-08-06,2804
"OpenVPN Connect – Fast & Safe SSL VPN Client","TOOLS",4.2,154578,14,1e+07,"Free",0,"Everyone","May 25, 2018","3.0.5","4.1 and up",0,0,"1",16.1180957509583,11.9484605714977,1,1,2018-05-25,2877
"VPN - Fast, Secure & Unlimited WiFi with VyprVPN","TOOLS",4.2,40676,25,1e+06,"Free",0,"Everyone","July 5, 2018","2.27.1","4.1 and up",0,0,"1",13.8155115579638,10.6134181011304,1,1,2018-07-05,2836
"FREEDOME VPN Unlimited anonymous Wifi Security","TOOLS",4.3,39833,9.9,1e+06,"Free",0,"Everyone","July 9, 2018","2.5.1.7592","4.0.3 and up",0.08625,40,"1",13.8155115579638,10.5924760979472,1,1,2018-07-09,2832
"SurfEasy Secure Android VPN","TOOLS",4.5,273283,22,5e+06,"Free",0,"Everyone","July 11, 2018","4.1.0","4.0.3 and up",0,0,"1",15.4249486703984,12.5182668264776,1,1,2018-07-11,2830
"VPN Free - Betternet Hotspot VPN & Private Browser","TOOLS",4.5,801054,8.9,1e+07,"Free",0,"Everyone","August 1, 2018","4.3.0","4.1 and up",0,0,"1",16.1180957509583,13.593684887863,1,1,2018-08-01,2809
"Smart Keyboard Trial","TOOLS",4.1,65597,2.4,1e+07,"Free",0,"Everyone","April 28, 2017","4.20.1","2.3 and up",0,0,"1",16.1180957509583,11.0913004866625,1,1,2017-04-28,3269
"Emoji keyboard - Cute Emoticons, GIF, Stickers","TOOLS",4.4,1107320,25,5e+07,"Free",0,"Everyone","August 7, 2018","3.4.500","4.1 and up",0,40,"1",17.7275335833924,13.9174541425565,1,1,2018-08-07,2803
"Wifi Analyzer","TOOLS",4.4,335115,1.8,1e+07,"Free",0,"Everyone","April 7, 2018","3.11.2","6.0 and up",0,0,"1",16.1180957509583,12.7222320195268,1,1,2018-04-07,2925
